#############
#  Plaice in VIId (run: XSAAEDB01/X01) 
# Created: 19Apr2019_08h26 
# years: 1980 - 2015  ; ages: 1 - 7 ; q plateau; Fbar range 3 - 6 ; number of knots in time spline 
36 7 6 5 3 6 4 14 5 1 
2 0.625 0.875
#############
54.3794305 2599.1644305 1253.9474305 371.6514305 325.6294305 51.6794305 134.3294305
17.3794305 2404.5769305 5866.9184305 1644.3394305 193.2294305 107.7294305 239.2294305
266.3794305 1370.1019305 5965.0714305 2263.7954305 505.9794305 139.1294305 179.9794305
93.3794305 2978.3394305 2762.8644305 4049.2354305 618.4294305 151.9794305 215.7294305
351.3794305 1839.7169305 6311.2959305 1929.2994305 1242.9294305 357.5794305 313.7794305
143.3794305 5615.3444305 5348.5649305 3347.4674305 275.2794305 410.5794305 301.2794305
680.3794305 4799.9694305 6073.1909305 2511.2274305 966.6794305 376.8294305 248.0294305
26.3794305 8351.6919305 6482.4249305 2380.7554305 833.9294305 288.3794305 513.5294305
17.3794305 4924.7269305 16240.6199305 3358.8514305 742.3794305 362.9794305 562.3294305
827.3794305 3575.8094305 6239.6644305 6478.5234305 1771.1794305 393.7294305 498.7294305
1633.3794305 2582.3594305 7551.2754305 4100.5234305 2387.5794305 536.5294305 573.6294305
1543.3794305 5758.9069305 4701.2259305 3100.7874305 1615.4794305 1124.0294305 430.2294305
1666.3794305 6086.0569305 3842.6479305 1184.1234305 787.3294305 698.2794305 745.9794305
741.3794305 7474.3894305 3296.1174305 864.1394305 360.0794305 314.0294305 582.5794305
1243.3794305 3570.9069305 6016.1479305 2132.6994305 564.7294305 281.2794305 782.5794305
2593.3794305 4265.5244305 2533.0369305 2007.7314305 612.0294305 153.3294305 592.8294305
1120.3794305 4763.6519305 3114.0554305 1061.0354305 952.4794305 326.8794305 586.2794305
551.3794305 4169.4769305 6185.4729305 2383.3154305 725.1794305 507.0294305 722.9794305
465.3794305 4324.6469305 7468.0364305 2336.4914305 360.9294305 95.6294305 290.6794305
742.3794305 1738.1244305 10494.1529305 4584.3874305 697.2794305 122.3294305 224.4294305
1384.3794305 6178.1344305 3433.7754305 3993.2114305 753.1294305 151.0794305 143.1294305
2683.3794305 4071.7519305 3590.7519305 1386.0914305 1254.4794305 204.1294305 146.7794305
903.3794305 6877.6819305 4554.0209305 1391.0834305 1145.8294305 604.0294305 288.9294305
1.3794305 3598.3706599175 2104.549826392 1381.712283812 351.7567826 357.8365371 759.5438437
922.8843175 2719.085520505 4574.204331272 761.864849956 401.47887645 220.1346519 528.44248105
87.6361875 2603.0620158925 2154.781062744 1976.324934716 450.4126069 246.58231645 509.3111893
191.9227385 2802.305942415 3082.3509958995 1627.389413388 988.1485363 167.29497045 380.36255825
530.1995085 2987.482203195 2380.070808671 1238.077943372 534.89698565 396.6391453 275.5468033
293.9281625 3844.9713255775 2513.1811111535 1126.21984922 585.3306455 219.15363035 259.51848865
492.8171845 2976.0306779625 3113.573777351 849.084649116 403.8661501 243.14070685 241.51878865
531.0752395 4238.990948635 3368.6172901165 1466.303449468 393.40076015 279.5025637 288.76901075
94.7063825 4437.1822347375 3557.9883085485 965.658582748 317.46228845 60.0874832 120.7141697
19.2668505 1267.0900624775 3781.5259694475 1846.126171356 525.5450344 196.3635716 171.88105745
10.8539415 757.290607195 3667.570253024 3295.370458556 1159.81794215 247.94874605 157.73544255
77.3008875 760.2937708375 2016.287260301 3732.698195108 1849.5472824 468.9116257 203.00030205
4.1382915 601.629445183375 1524.3280017795 1484.762069748 1934.466996825 941.256088965 643.714732673

-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
552.600217075 2541.096402455 1825.6093449625 69.733665163 9.999084075 0.805803675 0.138437075
1227.396870075 5530.9726448025 1776.3842946595 277.999567107 0.005143175 2.287243575 0.000834225
2368.241139075 2893.2644515475 631.099156549 163.217688331 37.707530325 8.392418925 0.816264025
2031.979621075 5678.599831615 1988.055827928 114.138958787 17.449596325 26.466505475 2.939196075
2023.102728075 11797.32660839 3243.3699692605 336.227116099 27.753438925 3.244853175 2.442806175
2479.908121075 8872.344375785 1558.6345010485 155.438760915 14.192046275 18.533735925 0.894526075
1423.383038075 10295.9909388 7942.539232019 1234.846280299 52.434661975 0.477347375 0.018400325
2039.917058075 5394.5913835975 9367.0189940015 1817.687808987 88.845176675 9.465288975 0.864429125
4380.270390075 6221.7251247425 8481.2230960145 3444.887458595 493.470828375 78.872473575 9.592105125
4419.762578075 8316.0329673675 4958.253001856 1478.449536043 761.353193515 276.03933823 40.15148181515

0.30885932331953 0.311857957526515 0.498772823095292 0.626714549260016 0.786641706965922 1.13848145391891 1.4134167777387
0.223522003500918 0.279636314003241 0.348843963622772 0.433950667884627 0.665889817960894 0.813657502283677 1.00039594808807
0.225590285985855 0.24953047960068 0.325034167155129 0.396854747999606 0.589297073595702 0.732017458607161 1.13380655911533
0.239489299162829 0.266499370496982 0.31421716318732 0.378140998678151 0.487981955437042 0.740075954555809 1.1117211791389
0.201118827412141 0.254635425264299 0.290025433521371 0.346994715105926 0.438490834014454 0.594724772905431 0.812147280107561
0.234675332047641 0.256849379170253 0.278099507662756 0.394513255056468 0.463807152314629 0.526633619162029 0.797746589081001
0.226012732645898 0.30601723977719 0.331018648255718 0.406022873691304 0.546030761171064 0.486027380822595 0.806088590373554
0.244895783780077 0.275141876597537 0.351244948847919 0.465399557223493 0.562967598570137 0.763957763744224 0.946679663392872
0.269326483741395 0.247190060420185 0.296074661921192 0.398455619781791 0.51651654416158 0.60598458841814 0.892387513730476
0.187201568600261 0.249602091467014 0.298963699107879 0.34459990239849 0.440529064417529 0.603515504741139 1.00812421067586
0.196879245789222 0.250751676229059 0.319316587697942 0.37025052193197 0.473097889135294 0.597494228514554 1.02963058456303
0.216569746133209 0.266621420795106 0.299347515766346 0.375387559964229 0.436989621086564 0.535167906000285 0.977687850867214
0.17919634215937 0.272732894385414 0.34657754087966 0.422391377947085 0.501159000874281 0.575988242655116 0.782909947092914
0.218678005111847 0.270365533592829 0.33398095326173 0.429404082765081 0.503953402689574 0.587448641005007 0.85974965212384
0.241293599730188 0.268103999700209 0.285977599680223 0.353500088493608 0.462727643927027 0.571955199360445 0.968283365054841
0.213781176421561 0.265755499129556 0.306942698256646 0.382452563322977 0.475614085158061 0.674685547605662 0.926629161275011
0.225454577784235 0.306046938168644 0.295845373563023 0.40398195838261 0.48457431876702 0.655960604141461 1.10177011110809
0.193991770412373 0.245657920321196 0.290500239109985 0.323644561693004 0.43087619357924 0.562478650894166 0.990214196194215
0.16253772007777 0.24942895408161 0.272940699753237 0.389477178299563 0.513169405528558 0.778954356599126 1.14016171634738
0.196425410650634 0.244285409184799 0.234314576156848 0.305107490655299 0.459655402588539 0.748809560399117 1.09281581648861
0.207663314257161 0.245785082091809 0.261836352759029 0.283906849926457 0.376201656262973 0.577845744019926 0.913516172528209
0.224686479021436 0.263353454480939 0.316651177411606 0.38666975459503 0.467138865686428 0.670924276891917 1.09298569174572
0.247643990014298 0.249593942691576 0.301267688639441 0.366591103328252 0.427039636323868 0.5479367023151 0.824571616301803
-1 0.282069109515339 0.370638829903093 0.478268490119124 0.63324800085294 0.644287966000064 0.859165854512975
0.245496507727832 0.298360062390099 0.400016898020432 0.499323575620944 0.690406424454075 0.788263004546825 0.996526252990068
0.284794341382371 0.31235379379985 0.344613152834244 0.44358118642488 0.556648939866259 0.652957026307748 1.08763507932914
0.258595027316662 0.277027544918979 0.3037966784 0.361443277647592 0.443679894954673 0.552075893262438 0.842896241684678
0.173131781281702 0.302924199136742 0.378811680942764 0.454134981686426 0.519518437895075 0.583065741191682 0.912495880221813
0.230673947114658 0.281878803883684 0.337833067414863 0.417574699421451 0.528787453518652 0.622948728136447 0.938756391946152
0.234334599660038 0.283484176728262 0.340991596852737 0.485783877940286 0.512894368858926 0.643312419866065 1.04608368118634
0.224935240143951 0.29561723550286 0.348417218736093 0.437555706750417 0.496570524805366 0.638717898063738 0.821496570333698
0.156044148435486 0.258519660158123 0.347290841159933 0.477997066053113 0.624582416747345 0.80458052821954 1.05558012249852
0.197528392961125 0.286707156161078 0.345621197540894 0.436618625537391 0.539672731332155 0.691306583251077 1.02618942504781
0.140246788453991 0.254051984794435 0.309197718504432 0.381004991724463 0.480046270701822 0.711618731601617 1.03844171977341
0.168892322784483 0.249442141119832 0.28290933357777 0.357233709933952 0.492212611027724 0.674219719799789 0.944712180993713
0.122026003733148 0.220097686446269 0.294546263104405 0.33586265890478 0.400930373004672 0.521909310074144 0.81687768837548

-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1
